血統登録番号, 馬名,性別,年齢,状態,厩舎,種牡馬,母名,母父名,毛色,収得賞金,本賞金,着度数,馬主,生産者,状態
2012100419,パーソナルホウセキ,牝,2,不在,(美)菅原泰夫,パーソナルラッシュ,キョウワセイラン,タイキシャトル,鹿毛,0,0, 0- 0- 0- 0,鈴木芳夫,辻和明,不在
2012100422,アラビアンハート,牝,2,不在,(美)岩戸孝樹,サムライハート,スイートヒカル,ブライアンズタイム,鹿毛,0,0, 0- 0- 0- 0,吉田勝利,つつみ牧場,不在
2012100432,エルモディオーサ,牝,2,抹消,(美)上原博之,クロフネ,キョウワノメガミ,ブライアンズタイム,芦毛,0,0, 0- 0- 0- 0,小林祥晃,飛渡牧場,抹消
2012100438,バトルヴィゴーレ,牝,2,不在,(美)牧光二,キングヘイロー,レディジェーン,フレンチデピュティ,黒鹿,0,0, 0- 0- 0- 0,宮川秋信,飛渡牧場,不在
2012100439,ハワイアンアイ,牝,2,不在,(美)相沢郁,キングカメハメハ,アタラマ,"Sadler's Wells",鹿毛,0,0, 0- 0- 0- 0,谷掛龍夫,富本茂喜,不在
2012100471,ノーブルマーキュリ,牝,2,不在,(美)水野貴広,タイキシャトル,シャフィガ,Woodman,栗毛,0,0, 0- 0- 0- 0,吉木伸彦,長浜忠,不在
2012100500,トラベリックス,牝,2,不在,(栗)五十嵐忠,ハービンジャー,スパニッシュソウル,フジキセキ,鹿毛,0,0, 0- 0- 0- 1,八木昌司,新冠タガノファーム,不在
2012100531,アドマイヤナイト,牝,2,不在,(栗)梅田智之,アドマイヤムーン,アドマイヤカグラ,スペシャルウィーク,栗毛,0,0, 0- 0- 0- 0,近藤利一,新冠橋本牧場,不在
2012100532,タケデンタップ,牝,2,不在,(美)武市康男,シンボリクリスエス,イブキフリッカー,サンデーサイレンス,青鹿,0,0, 0- 0- 0- 0,武市弘,新冠橋本牧場,不在
2012100547,メイスンセンター,牝,2,不在,(美)小島茂之,フレンチデピュティ,ビューティバランス,ダンスインザダーク,鹿毛,0,0, 0- 0- 0- 0,梅村浩,新冠橋本牧場,不在
2012100712,カプリーチョ,牝,2,不在,(美)菊川正達,ロージズインメイ,マイネウインク,スペシャルウィーク,青毛,0,0, 0- 0- 0- 0,サラブレッドクラブ・ラフィアン,コスモヴューファーム,不在
2012100737,ハーベストソング,牝,2,在厩,(美)萱野浩二,マツリダゴッホ,マイネメリアン,パントレセレブル,青鹿,0,180, 0- 0- 1- 0,サラブレッドクラブ・ラフィアン,ビッグレッドファーム,在厩
2012100744,コスモピーコック,牝,2,在厩,(栗)中村均,Medicean,レッドピオニー,Montjeu,鹿毛,0,0, 0- 0- 0- 0,ビッグレッドファーム,ビッグレッドファーム,在厩
2012100770,ラブステイシー,牝,2,不在,(栗)羽月友彦,ステイゴールド,コンシステンシー,"Polar Falcon",黒鹿,0,0, 0- 0- 0- 0,増田陽一,北星村田牧場,不在
2012100777,ラブローレル,牝,2,在厩,(栗)森田直行,ブライアンズタイム,ローレルポラリス,サクラユタカオー,青鹿,0,0, 0- 0- 0- 0,増田陽一,北星村田牧場,在厩
2012100821,ハルダヨリ,牝,2,不在,(美)清水英克,ファルブラヴ,ハルワカ,ワカオライデン,栗毛,0,0, 0- 0- 0- 0,ヒダカ・ブリーダーズ・ユニオン,三村卓也,不在
2012100852,サンダルエチケット,牝,2,不在,(栗)白井寿昭,サウスヴィグラス,シロキタカーニバル,アグネスタキオン,栗毛,0,0, 0- 0- 0- 0,芳賀克也,ムラカミファーム,不在
2012100862,シゲルオミズトリ,牝,2,在厩,(栗)武田博,カネヒキリ,ドリームスタート,Diesis,栗毛,0,0, 0- 0- 0- 0,森中蕃,村上牧場,在厩
2012100929,イイデサンキュー,牝,2,不在,(栗)北出成人,ブラックタイド,パレガルニエ,シアトルダンサー2,鹿毛,0,0, 0- 0- 0- 0,アールエスエーカントリ,山岡ファーム,不在
2012100986,プリンシアソーレ,牝,2,不在,(美)中川公成,メイショウボーラー,セレブレイト,パントレセレブル,鹿毛,0,0, 0- 0- 0- 0,芳川貴行,小濱正博,不在
2012100989,トワエモア,牝,2,不在,(栗)日吉正和,エンパイアメーカー,キョウエイフルハム,ジェリ,鹿毛,0,0, 0- 0- 0- 0,中辻明,アイズスタッド,不在
2012100998,コスモチェリッシュ,牝,2,不在,(美)高橋祥泰,ファスリエフ,ゴールデンチェリー,"Crafty Prospector",鹿毛,0,0, 0- 0- 0- 0,岡田繁幸,厚賀古川牧場,不在
2012101004,ウインバニラスカイ,牝,2,在厩,(栗)飯田雄三,チチカステナンゴ,トップエクセレント,アグネスタキオン,芦毛,0,280, 0- 1- 0- 0,ウイン,天羽牧場,在厩
2012101067,コーリンスピカ,牝,2,不在,(栗)柴田政見,トーセンダンス,コーリンラヴィアン,ミシックトライブ,芦毛,0,0, 0- 0- 0- 0,伊藤恵子,今井牧場,不在
2012101106,エスティルンバ,牝,2,在厩,(美)中川公成,トーセンブライト,トーセンフィーネ,サンデーサイレンス,栗毛,0,0, 0- 0- 0- 0,エスティファーム,エスティファーム,在厩
2012101107,トーセンバレッタ,牝,2,不在,(美)成島英春,トーセンファントム,トーセンヘレネー,シンボリクリスエス,黒鹿,0,0, 0- 0- 0- 0,島川隆哉,エスティファーム,不在
2012101112,エスティサプライズ,牝,2,不在,(美)成島英春,トーセンファントム,トーセンリッジ,エルコンドルパサー,栗毛,0,0, 0- 0- 0- 0,エスティファーム,エスティファーム,不在
2012101127,シャインワンハート,牝,2,不在,(美)小野次郎,ファルブラヴ,シャインセレブ,クロフネ,芦毛,0,0, 0- 0- 0- 0,皆川博文,大江牧場,不在
2012101238,ミネルバ,牝,2,抹消,(美)畠山重則,イーグルカフェ,リードケーティング,アジュディケーティング,鹿毛,0,0, 0- 0- 0- 0,ミルファーム,小西ファーム,抹消
2012101414,ホワイトガーデン,牝,2,不在,(美)小野次郎,シニスターミニスター,ライラックノカオリ,キンググローリアス,栗毛,0,0, 0- 0- 0- 0,小林祥晃,庄野牧場,不在
2012101426,パイアタウン,牝,2,不在,(栗)吉田直弘,キングカメハメハ,ドリームローズ,サクラバクシンオー,栗毛,0,0, 0- 0- 0- 0,金子真人ホールディングス,白井牧場,不在
2012101464,タマモキャラット,牝,2,不在,(栗)藤沢則雄,ブラックタイド,チャームペンダント,ボストンハーバー,鹿毛,0,0, 0- 0- 0- 0,タマモ,スマイルファーム,不在
2012101498,ステルス,牝,2,不在,(栗)加用正,ディープインパクト,ゴールデンベティー,アフリート,鹿毛,0,0, 0- 0- 0- 0,"Him Rock Racing",タバタファーム,不在
2012101706,ニシノプレシャス,牝,2,不在,(美)尾形充弘,ディープスカイ,ニシノナースコール,ブライアンズタイム,栗毛,0,0, 0- 0- 0- 0,西山茂行,川上牧場,不在
2012101803,モズフリムカナイデ,牝,2,不在,(栗)飯田祐史,クロフネ,スラボンスカ,Diesis,芦毛,0,0, 0- 0- 0- 0,北側雅司,日高大洋牧場,不在
2012101804,マカワオクイーン,牝,2,不在,(美)二ノ宮敬,キングカメハメハ,ネネグース,クロフネ,栗毛,0,0, 0- 0- 0- 0,金子真人ホールディングス,日高大洋牧場,不在
2012101810,レインボーシャワー,牝,2,在厩,(美)勢司和浩,カネヒキリ,プリティアンブレラ,トウカイテイオー,鹿毛,0,0, 0- 0- 0- 0,金子真人ホールディングス,日高大洋牧場,在厩
2012101877,イチゴッチ,牝,2,在厩,(美)小桧山悟,ファスリエフ,アンファテュエ,マルゼンスキー,鹿毛,0,0, 0- 0- 0- 1,合同会社ノルディック,碧雲牧場,在厩
2012101889,クロフネビームス,牝,2,不在,(美)尾形充弘,クロフネ,カレンバレリーナ,サンデーサイレンス,芦毛,0,0, 0- 0- 0- 0,古川嘉治,豊洋牧場,不在
2012101899,ネコレーヌ,牝,2,在厩,(美)和田雄二,ジャングルポケット,アルフレックス,"Gone West",青鹿,0,0, 0- 0- 0- 1,桐谷茂,法理牧場,在厩
2012101916,イッツマイン,牝,2,在厩,(栗)安田隆行,Medicean,ミー2,"Green Desert",鹿毛,0,0, 0- 0- 0- 0,キャロットファーム,本間牧場,在厩
2012101966,ブラウンウィナー,牝,2,不在,(美)宗像義忠,ダイワメジャー,ゲームコンパイラ,メジロライアン,栗毛,0,0, 0- 0- 0- 0,西城公雄,メイプルファーム,不在
2012101968,オベストルシャトウ,牝,2,不在,(美)宗像義忠,ステイゴールド,ショウナンカグラ,アジュディケーティング,黒鹿,0,0, 0- 0- 0- 0,西城公雄,メイプルファーム,不在
2012101978,モズノキセキ,牝,2,在厩,(栗)牧田和弥,ヴァーミリアン,ナチュラルブリッジ,ディープインパクト,青鹿,0,0, 0- 0- 0- 0,北側雅司,目黒牧場,在厩
2012101983,ビッグファイナル,牝,2,不在,(美)菅原泰夫,ソングオブウインド,バトルヒミコ,シンボリクリスエス,黒鹿,0,0, 0- 0- 0- 0,長塩豊,モリナガファーム,不在
2012102016,グラスエンプレス,牝,2,不在,(美)尾形充弘,エンパイアメーカー,スーパーブランド2,"Royal Chalice",鹿毛,0,0, 0- 0- 0- 0,半沢,ヤナガワ牧場,不在
2012102055,スズカグリーン,牝,2,在厩,(栗)橋田満,ハービンジャー,スズカグレイス,サンデーサイレンス,栗毛,0,0, 0- 0- 0- 0,永井啓弍,稲原牧場,在厩
2012102056,スズカマドンナ,牝,2,不在,(栗)橋田満,ディープインパクト,スズカローズマリー,アフリート,鹿毛,0,0, 0- 0- 0- 0,永井啓弍,稲原牧場,不在
2012102089,ツクバスマイル,牝,2,不在,(美)尾形充弘,スペシャルウィーク,エスピヨン,"Unbridled's Song",青鹿,0,0, 0- 0- 0- 0,荻原昭二,清水牧場,不在
2012102093,スズカプリウス,牝,2,不在,(栗)藤沢則雄,スズカフェニックス,スズカプラチナ,フレンチデピュティ,芦毛,0,0, 0- 0- 0- 0,永井啓弍,清水牧場,不在
2012102218,バトルベヌス,牝,2,不在,(栗)森田直行,ステイゴールド,アバトルディグナ,グラスワンダー,栗毛,0,0, 0- 0- 0- 0,宮川秋信,沖田忠幸,不在
2012102225,ジョーサークレット,牝,2,不在,(栗)柴田光陽,ケイムホーム,ハイネスティアラ,アグネスタキオン,鹿毛,0,0, 0- 0- 0- 0,上田けい子,沖田忠幸,不在
2012102226,バトルシュプリーズ,牝,2,不在,(美)尾形和幸,ヴァーミリアン,バトルラヴ,マイネルラヴ,黒鹿,0,0, 0- 0- 0- 0,宮川秋信,沖田忠幸,不在
2012102332,アラビアンローズ,牝,2,在厩,(美)尾形和幸,ニューイングランド,ミルキーコマンダー,コマンダーインチーフ,黒鹿,0,0, 0- 0- 0- 0,吉田勝利,坂本牧場,在厩
2012102368,フェイスオフ,牝,2,不在,(栗)木原一良,クロフネ,ミシガンガール,"Honour and Glory",栗毛,0,0, 0- 0- 0- 0,山内邦一,タガミファーム,不在
2012102455,リッカギムレットー,牝,2,不在,(栗)藤沢則雄,タニノギムレット,リッカエスケープ,トウカイテイオー,鹿毛,0,0, 0- 0- 0- 0,立花幸雄,原口牧場,不在
2012102466,コウエイラブリー,牝,2,在厩,(栗)山内研二,エンパイアメーカー,ダイワサンルージュ,コロナドズクエスト,鹿毛,0,0, 0- 0- 0- 0,伊東政清,久井牧場,在厩
2012102505,タマーラ,牝,2,在厩,(美)的場均,ダンスインザダーク,バードオブワンダー,グラスワンダー,栗毛,0,0, 0- 0- 0- 0,本桐牧場,本桐牧場,在厩
2012102506,ニシノクラレット,牝,2,在厩,(栗)宮本博,デビッドジュニア,パープルストック,フレンチデピュティ,栗毛,0,0, 0- 0- 0- 0,西山茂行,本桐牧場,在厩
2012102567,コウエイナデシコ,牝,2,在厩,(栗)山内研二,ステイゴールド,ケイアイエリザベス,フレンチデピュティ,栗毛,0,0, 0- 0- 0- 1,伊東政清,三石橋本牧場,在厩
2012102671,サイダーパンチ,牝,2,不在,(栗)鈴木孝志,ファルブラヴ,ダークアイボリー,ダンスインザダーク,鹿毛,0,0, 0- 0- 0- 0,栗嶋豊明,荒谷輝和,不在
2012102699,ランウェイ,牝,2,在厩,(栗)小崎憲,キングカメハメハ,ファーストナイト,"Sadler's Wells",鹿毛,0,0, 0- 0- 0- 0,井高義光,井高牧場,在厩
2012102744,スイフトミノル,牝,2,不在,(栗)北出成人,シニスターミニスター,カーサエスペランサ,"King's Best",鹿毛,0,0, 0- 0- 0- 0,吉岡實,岡田牧場,不在
2012102748,ムラングシャンティ,牝,2,不在,(栗)松元茂樹,スウェプトオーヴァーボード,コリンズグラス,グラスワンダー,芦毛,0,0, 0- 0- 0- 0,三宅勝俊,岡田牧場,不在
2012102754,タマモミルフィーユ,牝,2,不在,(栗)藤沢則雄,アドマイヤムーン,ゼリービーン,タイキシャトル,鹿毛,0,0, 0- 0- 0- 0,タマモ,岡田牧場,不在
2012102760,タマモルミエール,牝,2,不在,(栗)池添兼雄,ハーツクライ,チャームライト,ワイルドラッシュ,黒鹿,0,0, 0- 0- 0- 0,タマモ,岡田牧場,不在
2012102879,トーセンルミナス,牝,2,不在,(美)菅原泰夫,ディープインパクト,プリモウェイ,"Giant's Causeway",青鹿,0,0, 0- 0- 0- 0,島川隆哉,グランド牧場,不在
2012102909,ラガーリンチャン,牝,2,抹消,(栗)柴田政見,フサイチリシャール,ラガーシンガー,ノーザンテースト,芦毛,0,0, 0- 0- 0- 0,奥村啓二,今牧場,抹消
2012102913,マーベラスカフェ,牝,2,不在,(栗)柴田政見,マンハッタンカフェ,マーベラスロマン,パラダイスクリーク,黒鹿,0,0, 0- 0- 0- 0,笹原貞生,酒井亨,不在
2012102919,ホットロード,牝,2,不在,(栗)加用正,エンパイアメーカー,フィクシャス,Kingmambo,黒鹿,0,0, 0- 0- 0- 0,"Him Rock Racing",酒井秀紀,不在
2012102941,コスモフットライト,牝,2,不在,(美)黒岩陽一,ネオユニヴァース,ムーンライトガーデンズ,"Unbridled's Song",鹿毛,0,0, 0- 0- 0- 0,ビッグレッドファーム,桜井牧場,不在
2012103027,エンプレスダンス,牝,2,不在,(栗)加用正,エンパイアメーカー,パーフェクトダンス,サンデーサイレンス,鹿毛,0,280, 0- 1- 0- 0,サラブレッドクラブ・ラフィアン,タイヘイ牧場,不在
2012103041,フェリシダーデス,牝,2,不在,(栗)木原一良,ディープインパクト,ブリスクウェザー,クロフネ,鹿毛,0,0, 0- 0- 0- 0,名古屋友豊,高橋修,不在
2012103055,ヴィブラート,牝,2,不在,(栗)作田誠二,ゼンノロブロイ,カスターニャ,ジャングルポケット,鹿毛,0,0, 0- 0- 0- 0,名古屋友豊,武牧場,不在
2012103065,ストロングハート,牝,2,不在,(美)勢司和浩,スリーロールス,フラッシュカード,トニービン,黒鹿,0,0, 0- 0- 0- 0,芹澤精一,武牧場,不在
2012103066,スペシャルガール,牝,2,在厩,(美)相沢郁,スペシャルウィーク,ポンデュガール,フォーティナイナー,黒鹿,0,0, 0- 0- 0- 1,芹澤精一,武牧場,在厩
2012103146,ゴージャスガール,牝,2,不在,(美)大竹正博,ジャングルポケット,オッドアイビーナス,クロフネ,黒鹿,0,0, 0- 0- 0- 0,飯田正剛,千代田牧場,不在
2012103234,エクボビューティー,牝,2,在厩,(美)宗像義忠,ディープインパクト,マイグリーン,ダンシングブレーヴ,黒鹿,0,0, 0- 0- 0- 0,西城公雄,寺越政幸,在厩
2012103241,シゲルユキマツリ,牝,2,在厩,(栗)沖芳夫,ハービンジャー,メイユーブルーム,ダンスインザダーク,鹿毛,0,0, 0- 0- 0- 0,森中蕃,出羽牧場,在厩
2012103336,ラブミーフウジン,牝,2,不在,(栗)梅田智之,コパノフウジン,サムタイムレーター,エンドスウィープ,鹿毛,0,0, 0- 0- 0- 0,小林祥晃,西村和夫,不在
2012103338,ショウナンカサロ,牝,2,不在,(美)古賀史生,キングカメハメハ,ショウナンアルス,サンデーサイレンス,青鹿,0,0, 0- 0- 0- 0,国本哲秀,西村和夫,不在
2012103363,タマモパステル,牝,2,在厩,(栗)大橋勇樹,ブラックタイド,ムーランルージュ,クロコルージュ,黒鹿,0,0, 0- 0- 0- 0,タマモ,野坂牧場,在厩
2012103368,マーブルシャルルー,牝,2,不在,(栗)池添兼雄,ワイルドラッシュ,ファインビンテージ,ダンスインザダーク,鹿毛,0,0, 0- 0- 0- 0,下村直,橋本牧場,不在
2012103372,サマーグラッセ,牝,2,不在,(栗)森田直行,ディープスカイ,クリップフェアリー,タイキシャトル,栗毛,0,0, 0- 0- 0- 0,セゾンレースホース,畠山牧場,不在
2012103383,クールホタルビ,牝,2,在厩,(栗)清水久詞,マツリダゴッホ,プラセール,ヘクタープロテクター,栗毛,0,0, 0- 0- 0- 0,川上哲司,畠山牧場,在厩
2012103468,ジニアスミノル,牝,2,不在,(栗)南井克巳,ディープインパクト,ヴィヴァシャスヴィヴィアン,"Distorted Humor",鹿毛,0,0, 0- 0- 0- 0,吉岡實,フジワラフアーム,不在
2012103476,ダイワプロパー,牝,2,不在,(栗)松田国英,ダイワメジャー,ダイワエンジェル,タイキシャトル,栗毛,0,0, 0- 0- 0- 0,大城敬三,フジワラフアーム,不在
