血統登録番号, 馬名,性別,年齢,状態,厩舎,種牡馬,母名,母父名,毛色,収得賞金,本賞金,着度数,馬主,生産者,状態
2012105971,アグネスレジーナ,牝,2,在厩,(栗)森秀行,マンハッタンカフェ,アグネスロージイ,"Encosta De Lago",青毛,0,0, 0- 0- 0- 1,渡辺孝男,高松牧場,在厩
2012106167,パピーラヴ,牝,2,不在,(美)国枝栄,ディープインパクト,ラヴアンドバブルズ,"Loup Sauvage",鹿毛,0,0, 0- 0- 0- 0,P.G.ファッジ,パカパカファーム,不在
2012106204,テップシー,牝,2,不在,(美)根本康広,ヴァーミリアン,フックライン,Shaadi,芦毛,0,0, 0- 0- 0- 0,平賀久枝,鎌田正嗣,不在
2012106216,スマートプラネット,牝,2,不在,(美)和田雄二,ファルブラヴ,アンダルシア,アルカセット,鹿毛,0,480, 0- 2- 0- 0,田島榮二郎,大柳ファーム,不在
2012109164,アプリケーション,牝,2,在厩,(美)武井亮,オンファイア,ルックミーウエル,Woodman,栗毛,0,0, 0- 0- 0- 0,石川貴久,本田土寿,在厩
2012109188,サワヤカオリュウ,牝,2,在厩,(栗)柴田光陽,スクワートルスクワート,オオシマセイラー,テイエムオペラオー,鹿毛,0,0, 0- 0- 0- 0,華山龍一,神野生男,在厩
2012110053,セイウンクロエ,牝,2,在厩,(栗)田所秀孝,Footstepsinthesand,Aujiang,"Royal Dragon",黒鹿,0,0, 0- 0- 0- 1,西山茂行,"Earl Haras de Cisai",在厩
2012100029,ワイルドサルート,牝,2,在厩,(美)奥村武,ワイルドラッシュ,シルクサルート,フジキセキ,青鹿,0,0, 0- 0- 0- 0,井山登,アサヒ牧場,在厩
2012100060,セイントハーモニー,牝,2,不在,(美)勢司和浩,ディープスカイ,マンガーノ,"Quiet American",栗毛,0,0, 0- 0- 0- 0,内海正章,石郷岡雅樹,不在
2012100097,テセラレフィナード,牝,2,在厩,(美)天間昭一,ファルブラヴ,ティファニージェム,マンハッタンカフェ,鹿毛,0,280, 0- 1- 0- 0,木村直樹,大狩部牧場,在厩
2012100168,メッシュヘア,牝,2,在厩,(美)田島俊明,キングヘイロー,ヒルトップレディ,トニービン,鹿毛,0,0, 0- 0- 0- 0,Basic,川島牧場,在厩
2012100171,ランデックヒルズ,牝,2,在厩,(美)高市圭二,ジャングルポケット,ヤワラブライト,コマンダーインチーフ,鹿毛,0,0, 0- 0- 0- 0,簗田満,川島牧場,在厩
2012100437,エイプリルラヴ,牝,2,在厩,(美)岩戸孝樹,マイネルラヴ,フジヤマサクラ,クロフネ,黒鹿,0,110, 0- 0- 0- 1,ミルファーム,飛渡牧場,在厩
2012100453,サイレンスラヴ,牝,2,在厩,(栗)岡田稲男,スペシャルウィーク,ラヴリージョウ,フレンチデピュティ,鹿毛,0,0, 0- 0- 0- 0,河内孝夫,中地康弘,在厩
2012100458,アポロティンクル,牝,2,不在,(美)堀井雅広,アポロキングダム,ヒミノオトヒメ,コマンダーインチーフ,黒鹿,0,0, 0- 0- 0- 0,アポロサラブレッドクラブ,中本隆志,不在
2012100487,マジックスプーン,牝,2,在厩,(栗)高橋康之,ファルブラヴ,トウカイメガミ,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,"Him Rock Racing",長浜牧場,在厩
2012100544,ギンザヴィクトリア,牝,2,在厩,(美)水野貴広,ゼンノロブロイ,タイムフェアレディ,メジロマックイーン,黒鹿,0,0, 0- 0- 0- 0,有馬博文,新冠橋本牧場,在厩
2012100613,ウィッシュハピネス,牝,2,在厩,(栗)沖芳夫,ゴールドアリュール,フロムスクラッチ,"Grand Slam",青鹿,0,0, 0- 0- 0- 0,前田晋二,ノースヒルズ,在厩
2012100661,ベリサマ,牝,2,在厩,(美)伊藤大士,ブラックタイド,ジュバリー,ブライアンズタイム,黒鹿,0,0, 0- 0- 0- 0,ホースアディクト,平山牧場,在厩
2012100779,ベルメール,牝,2,在厩,(美)水野貴広,ハーツクライ,エンドレスウェルズ,エンドスウィープ,鹿毛,0,0, 0- 0- 0- 0,畑佐博,細川農場,在厩
2012100794,トラストルシファー,牝,2,在厩,(美)高橋文雅,ステイゴールド,ティエッチグリーン,Kingmambo,鹿毛,0,0, 0- 0- 0- 0,菅波雅巳,松浦牧場,在厩
2012100802,スペシャルヴォーグ,牝,2,在厩,(美)大和田成,スペシャルウィーク,ロージーズシスター,"Royal Academy",黒鹿,0,0, 0- 0- 0- 0,志村幸彦,松浦牧場,在厩
2012100943,モモ,牝,2,在厩,(美)武井亮,ファスリエフ,セレクトレディ,マンハッタンカフェ,黒鹿,0,0, 0- 0- 0- 0,森恭彦,ヤマタケ牧場,在厩
2012101151,ブリーズベイ,牝,2,在厩,(栗)藤岡健一,マンハッタンカフェ,ゴールドデイ,"Seeking the Gold",黒鹿,0,0, 0- 0- 0- 0,吉田安惠,オリオンファーム,在厩
2012101437,タイセイフローラ,牝,2,在厩,(美)菊川正達,グラスワンダー,スイートソウル,ソウルオブザマター,青鹿,0,70, 0- 0- 0- 1,田中成奉,白瀬盛雄,在厩
2012101588,カインドネス,牝,2,在厩,(美)伊藤圭三,コマンズ,フレイミングスカイ2,"Red Ransom",鹿毛,0,0, 0- 0- 0- 0,H.H.シェイク・モハメド,ダーレー・ジャパン・ファーム,在厩
2012101650,ミヤコエンパイア,牝,2,在厩,(美)土田稔,エンパイアメーカー,プラントオジジアン,オジジアン,鹿毛,0,0, 0- 0- 0- 1,吉田喜代司,道見牧場,在厩
2012101724,ドナソレイユ,牝,2,在厩,(栗)牧浦充徳,スニッツェル,ドナビジュー,スペシャルウィーク,鹿毛,0,110, 0- 0- 0- 1,山田貢一,日西牧場,在厩
2012101890,フェアラフィネ,牝,2,在厩,(栗)森田直行,デュランダル,ガイヤール,ブラックタイアフェアー,芦毛,0,180, 0- 0- 1- 0,高樽さゆり,豊洋牧場,在厩
2012102229,プラチナムスタング,牝,2,不在,(美)小西一男,チチカステナンゴ,メアリーズガーデン,ファルブラヴ,芦毛,0,0, 0- 0- 0- 0,竹森幹雄,沖田忠幸,不在
2012102336,ゴールドヒロイン,牝,2,不在,(美)伊藤圭三,ゴールドアリュール,タカオスター,ブライアンズタイム,栗毛,0,0, 0- 0- 0- 0,寺田工務店,澤田嘉隆,不在
2012102404,エリーティアラ,牝,2,在厩,(美)武市康男,ケイムホーム,ペイルローズ,フジキセキ,青鹿,0,0, 0- 0- 0- 1,谷川正純,土田農場,在厩
2012102469,レディームーン,牝,2,不在,(美)伊藤正徳,アドマイヤムーン,セイクリッドフレイム,Rahy,栗毛,0,0, 0- 0- 0- 2,小林博雄,平野牧場,不在
2012102524,テンマイキララ,牝,2,在厩,(美)牧光二,ハービンジャー,ピサノアリュメール,サンデーサイレンス,黒鹿,0,0, 0- 0- 0- 2,天白泰司,前川正美,在厩
2012102528,ムーンビューティ,牝,2,在厩,(美)上原博之,アドマイヤムーン,フィールドボニータ,コロナドズクエスト,鹿毛,0,110, 0- 0- 0- 1,サラブレッドクラブ・ラフィアン,前田宗将,在厩
2012102582,ブラックロータス,牝,2,在厩,(美)土田稔,ケイムホーム,セラフ,ホワイトマズル,黒鹿,0,0, 0- 0- 0- 0,吉田都枝江,三石ファーム,在厩
2012103122,チームジャパン,牝,2,在厩,(美)伊藤伸一,スクリーンヒーロー,ミスフースイ,スキャターザゴールド,青毛,0,0, 0- 0- 0- 0,西村新一郎,田原橋本牧場,在厩
2012103485,バイレ,牝,2,在厩,(美)田中清隆,スズカマンボ,ヒカルトクタイセイ,スターオブコジーン,芦毛,0,0, 0- 0- 0- 0,フジワラ・ファーム,フジワラフアーム,在厩
2012103507,ポーリーヌ,牝,2,在厩,(美)伊藤正徳,タイキシャトル,バレンソール,アフリート,青鹿,0,0, 0- 0- 0- 0,小林博雄,藤原牧場,在厩
2012103673,ネミッサ,牝,2,在厩,(美)牧光二,マンハッタンカフェ,メリッサ,ホワイトマズル,青鹿,0,0, 0- 0- 0- 0,岡田牧雄,岡田スタツド,在厩
2012103722,テイエムエベレスト,牝,2,不在,(栗)柴田光陽,ストーミングホーム,ヤマノバイオレット,フジキセキ,鹿毛,0,0, 0- 0- 0- 0,竹園正繼,竹島幸治,不在
2012103841,レッドメアラス,牝,2,不在,(栗)須貝尚介,ステイゴールド,セイランクイーン,メジロマックイーン,芦毛,0,0, 0- 0- 0- 0,東京ホースレーシング,青藍牧場,不在
2012104015,ライゼリート,牝,2,不在,(栗)岡田稲男,ゼンノロブロイ,トラヴェルチーム,Danzig,青鹿,0,0, 0- 0- 0- 0,サンデーレーシング,追分ファーム,不在
2012104091,ジュタドール,牝,2,抹消,(栗)野中賢二,メイショウサムソン,シャルマンレーヌ,ダンスインザダーク,鹿毛,0,0, 0- 0- 0- 0,シルク,社台コーポレーション白老ファーム,抹消
2012104132,ユニヴァースパール,牝,2,不在,(栗)中内田充,ネオユニヴァース,アロングザシー,Anees,黒鹿,0,0, 0- 0- 0- 0,H.H.シェイク・ファハド,社台ファーム,不在
2012104294,レーヴシャルマン,牝,2,不在,(美)小笠倫弘,ダイワメジャー,チャーミングオーラ,"Fusaichi Pegasus",黒鹿,0,0, 0- 0- 0- 0,グリーンファーム,社台ファーム,不在
2012104351,サウスポールツアー,牝,2,不在,(美)金成貴史,コンデュイット,フィヨルドクルーズ,サンデーサイレンス,栗毛,0,0, 0- 0- 0- 0,海谷幸司,社台ファーム,不在
2012104567,アンジュデトワール,牝,2,不在,(美)高橋祥泰,スペシャルウィーク,エンゼルカロ,スターオブコジーン,鹿毛,0,0, 0- 0- 0- 0,シルク,ノーザンファーム,不在
2012104577,テイクミーホーム,牝,2,不在,(美)金成貴史,ゴールドアリュール,カムホームウィズミー,"Came Home",青鹿,0,0, 0- 0- 0- 0,大野富生,ノーザンファーム,不在
2012104631,エレディータ,牝,2,在厩,(栗)藤岡健一,スニッツェル,サンスプリング,"Southern Halo",鹿毛,0,0, 0- 0- 0- 0,シルク,ノーザンファーム,在厩
2012104680,アドマイヤピンク,牝,2,在厩,(美)戸田博文,キングカメハメハ,ストゥデンテッサ,"High Yield",栗毛,0,0, 0- 0- 0- 0,近藤利一,ノーザンファーム,在厩
2012104916,イクシア,牝,2,不在,(美)栗田徹,キンシャサノキセキ,ルビア,Rubiano,芦毛,0,0, 0- 0- 0- 0,シルク,坂東牧場,不在
2012104922,レモンイエロー,牝,2,在厩,(栗)羽月友彦,サクラバクシンオー,ルーシーショー,フジキセキ,鹿毛,0,0, 0- 0- 0- 0,青芝商事,ノーザンファーム,在厩
2012104951,トーセンバラード,牝,2,不在,(美)田村康仁,ファルブラヴ,ラブアクチュアリー,ダンスインザダーク,鹿毛,0,0, 0- 0- 0- 0,島川隆哉,エクセルマネジメント,不在
2012105031,イヌイジェニー,牝,2,在厩,(美)大江原哲,エンパイアメーカー,アグレス,ジェイドロバリー,黒鹿,0,0, 0- 0- 0- 0,井上一郎,中脇一幸,在厩
2012105036,デンコウコハク,牝,2,在厩,(栗)武田博,メイショウボーラー,ツリー,ゴールデンフェザント,栗毛,0,0, 0- 0- 0- 0,田中康弘,中脇一幸,在厩
2012105249,テイエムセキハン,牝,2,在厩,(栗)飯田雄三,ヤマニンセラフィム,メイショウノウヒメ,タイキシャトル,栗毛,0,0, 0- 0- 0- 0,竹園正繼,近藤牧場,在厩
2012105283,マキヤージュ,牝,2,不在,(栗)加用正,バゴ,ラパシオン,ノーザンテースト,黒鹿,0,0, 0- 0- 0- 0,ターフ・スポート,笹地牧場,不在
2012105303,カレンナスマイル,牝,2,在厩,(栗)柴田政見,エンパイアメーカー,カレンナホホエミ,タイキシャトル,鹿毛,0,0, 0- 0- 0- 0,山科統,駿河牧場,在厩
2012105371,ブレッザバラーレ,牝,2,在厩,(美)田島俊明,シニスターミニスター,マイネナデシコ,サツカーボーイ,栗毛,0,0, 0- 0- 0- 0,森岡幸人,谷口牧場,在厩
2012105517,イオ,牝,2,不在,(美)根本康広,タイキシャトル,クラウンガルチ,Gulch,栗毛,0,0, 0- 0- 0- 0,ミルファーム,平成ファーム,不在
2012105568,カレイカルロッタ,牝,2,在厩,(美)宗像義忠,アドマイヤムーン,カレイジャスミン,タヤスツヨシ,栗毛,0,0, 0- 0- 0- 0,ディアレスト,三嶋牧場,在厩
2012105691,パイナワレア,牝,2,在厩,(美)栗田徹,ヨハネスブルグ,バクシンスクリーン,サクラバクシンオー,栗毛,0,0, 0- 0- 0- 0,山口功一郎,日本中央競馬会日高育成牧場,在厩
2012105693,マニワプリンセス,牝,2,在厩,(美)鈴木伸尋,ボストンハーバー,フレンドリータッチ,ワツスルタツチ,鹿毛,0,0, 0- 0- 0- 0,サンライズ,日本中央競馬会日高育成牧場,在厩
2012105779,ミックトゥルース,牝,2,在厩,(美)和田雄二,フォーティナイナーズサン,ヴィヴァーチェ,オース,栗毛,0,70, 0- 0- 0- 1,荻伏服部牧場,荻伏服部牧場,在厩
2012105897,デトロイトカフェ,牝,2,不在,(美)矢野英一,マンハッタンカフェ,キャメロンガール,"With Approval",黒鹿,0,0, 0- 0- 0- 1,"Him Rock Racing",小島牧場,不在
2012105965,ラビットボーテ,牝,2,在厩,(美)伊藤伸一,ブラックタイド,スイートウィリアム,Miswaki,黒鹿,0,0, 0- 0- 0- 1,西村静子,高岸順一,在厩
2012105999,トーセンラーク,牝,2,在厩,(美)菅原泰夫,アルデバラン2,タケイチゼット,タバスコキャット,栗毛,0,70, 0- 0- 0- 1,島川隆哉,中神牧場,在厩
2012106134,シードパール,牝,2,在厩,(美)尾形和幸,ディープインパクト,リアルエクスペクテイションズ,"A.P. Indy",鹿毛,0,0, 0- 0- 0- 0,高嶋哲,吉田ファーム,在厩
2012106284,マイドリーム,牝,2,不在,(美)蛯名利弘,ダンスインザダーク,ビオンディーナ,エンドスウィープ,青鹿,0,0, 0- 0- 0- 1,村田哲朗,オリエント牧場,不在
2012106419,ワタシダイナマイト,牝,2,在厩,(美)高橋祥泰,スニッツェル,ステキプレゼント,ジェニュイン,栗毛,0,0, 0- 0- 0- 0,小田切有一,木下牧場,在厩
2012109183,テイエムヤンチャボ,牝,2,在厩,(栗)福島信晴,スウェプトオーヴァーボード,テイエムヌーボー,フジキセキ,芦毛,0,0, 0- 0- 0- 0,竹園正繼,テイエム牧場,在厩
2012109205,エフェクト,牝,2,在厩,(栗)服部利之,スクワートルスクワート,スペシャルビビー,スペシャルウィーク,青鹿,0,0, 0- 0- 0- 0,山本武司,新保牧場,在厩
2012100351,トリルビー,牝,2,在厩,(美)牧光二,デュランダル,エイプリルドラマ,サクラユタカオー,鹿毛,0,0, 0- 0- 0- 0,高樽さゆり,武田修一,在厩
2012100370,テイエムマンゲツ,牝,2,不在,(栗)山内研二,タイキシャトル,ニシノルージュ,フジキセキ,栗毛,0,0, 0- 0- 0- 0,竹園正繼,タニグチ牧場,不在
2012100511,タガノヴェルリー,牝,2,在厩,(栗)今野貞一,ホワイトマズル,タガノデムジュール,ストラヴィンスキー,鹿毛,0,0, 0- 0- 0- 0,八木良司,新冠タガノファーム,在厩
2012100598,キノル,牝,2,在厩,(美)和田正一,クロフネ,スウィートデジャヴ,"Seeking the Gold",芦毛,0,0, 0- 0- 0- 0,ノースヒルズ,ノースヒルズ,在厩
2012100626,キャプレット,牝,2,在厩,(美)武藤善則,キングヘイロー,レスレクシオン,"Mt. Livermore",栗毛,0,0, 0- 0- 0- 0,前田幸治,ノースヒルズ,在厩
2012100904,デイドリーム,牝,2,不在,(栗)高橋義忠,アドマイヤムーン,シルクヴィーナス,ティンバーカントリー,栗毛,0,0, 0- 0- 0- 0,三田昌宏,森牧場,不在
2012101020,フォアーナインジー,牝,2,不在,(美)勢司和浩,ジャングルポケット,ビエンナーレ,ステイゴールド,栗毛,0,0, 0- 0- 0- 0,松本俊廣,天羽禮治,不在
2012101071,トリプルマーメード,牝,2,不在,(美)根本康広,バゴ,アドマイヤアイドル,ブライアンズタイム,青鹿,0,0, 0- 0- 0- 1,平澤創,浦新徳司,不在
2012101102,トーセンクール,牝,2,不在,(栗)大久保龍,トーセンファントム,トーセントップラン,ジャングルポケット,栗毛,0,0, 0- 0- 0- 0,島川隆哉,エスティファーム,不在
2012101248,ムーンエクスプレス,牝,2,在厩,(栗)鈴木孝志,アドマイヤムーン,アモーレペガサス,メジロライアン,鹿毛,0,0, 0- 0- 0- 0,ローレルレーシング,坂牧場,在厩
2012101312,ゲットミー,牝,2,在厩,(栗)梅田康雄,アグネスデジタル,マッキーマイハート,アグネスタキオン,栗毛,0,0, 0- 0- 0- 0,薪浦州平,下川茂広,在厩
2012101324,ショウナンアデラ,牝,2,在厩,(美)二ノ宮敬,ディープインパクト,オールウェイズウィリング,"Elusive Quality",鹿毛,0,0, 0- 0- 0- 0,国本哲秀,下河辺牧場,在厩
2012101350,モンサンギエナ,牝,2,不在,(美)牧光二,ヴァーミリアン,スプレッドアームズ,フォーティナイナー,鹿毛,0,0, 0- 0- 0- 1,山下新一,下河辺牧場,不在
2012101503,ルーヴルヴォイス,牝,2,在厩,(美)上原博之,ダイワメジャー,ノーアフェアー,Swain,栗毛,0,0, 0- 0- 0- 0,"Him Rock Racing",タバタファーム,在厩
2012101619,シゲルシャンシャン,牝,2,在厩,(栗)日吉正和,ファンタスティックライト,シゲルコラバ,ハンセル,鹿毛,0,0, 0- 0- 0- 0,森中蕃,千葉飯田牧場,在厩
2012101622,ナンヨーネイプ,牝,2,不在,(美)伊藤大士,エンパイアメーカー,セトモモチャン,タバスコキャット,鹿毛,0,0, 0- 0- 0- 0,中村徳也,千葉飯田牧場,不在
2012101647,マイターン,牝,2,在厩,(美)高橋義博,エンパイアメーカー,ドリームシフト,コマンダーインチーフ,鹿毛,0,0, 0- 0- 0- 0,高橋信博,豊郷牧場,在厩
2012101827,テイエムジャガー,牝,2,在厩,(栗)柴田光陽,アルデバラン2,ファストパス,タイキシャトル,栗毛,0,0, 0- 0- 0- 0,竹園正繼,テイエム牧場日高支場,在厩
2012101995,ツバサ,牝,2,不在,(美)浅野洋一,フサイチリシャール,チャーミングタンゴ,アフリート,芦毛,0,0, 0- 0- 0- 0,鹽田久義,門別正,不在
2012102094,スズダリア,牝,2,在厩,(美)伊藤正徳,サクラバクシンオー,スズノメヒョー,バチアー,鹿毛,0,0, 0- 0- 0- 0,小紫惠美子,清水牧場,在厩
2012102356,カズノマンナ,牝,2,在厩,(美)田村康仁,ブラックタイド,エイシンスペイン,ペンタイア,鹿毛,0,0, 0- 0- 0- 0,鈴木可一,城地清満,在厩
2012102525,ヴィクトリーアスカ,牝,2,不在,(美)尾形和幸,エンパイアメーカー,リアルターキン,リアルシヤダイ,黒鹿,0,0, 0- 0- 0- 0,古賀慎一,前川正美,不在
2012102726,サンセドナ,牝,2,在厩,(美)伊藤伸一,ロッコウオロシ,ソニャトーレ,ジェネラス,栗毛,0,0, 0- 0- 0- 0,加藤信之,漆原武男,在厩
2012102920,ケイツーノート,牝,2,在厩,(美)鈴木伸尋,バゴ,フローレスティアラ,フォーティナイナー,鹿毛,0,0, 0- 0- 0- 0,楠本勝美,酒井秀紀,在厩
2012103177,サークルワルツ,牝,2,在厩,(美)岩戸孝樹,マヤノトップガン,テイルオブロマンス,"Tale of the Cat",黒鹿,0,0, 0- 0- 0- 0,石橋松蔵,千代田牧場,在厩
2012103213,サトノハンナ,牝,2,在厩,(美)国枝栄,ダイワメジャー,マックスイマージュ,Tiznow,鹿毛,0,0, 0- 0- 0- 0,里見治,千代田牧場,在厩
2012103393,アカリアイドル,牝,2,不在,(栗)村山明,サクラバクシンオー,イノチノアカリ,ラムタラ,栗毛,0,0, 0- 0- 0- 0,小林祥晃,服部牧場,不在
2012103563,スピンキャッシュ,牝,2,在厩,(美)小桧山悟,カネヒキリ,ローズキャンディ,"Lemon Drop Kid",栗毛,0,0, 0- 0- 0- 0,福田光博,松田牧場,在厩
2012103572,スナークエンジェル,牝,2,在厩,(栗)川村禎彦,タニノギムレット,スナークスマイル,フレンチデピュティ,黒鹿,0,0, 0- 0- 0- 0,杉本豊,見上牧場,在厩
2012103697,エミュレート,牝,2,在厩,(美)伊藤伸一,シンボリクリスエス,レディアドバンス,エルコンドルパサー,鹿毛,0,0, 0- 0- 0- 0,田中春美,坂本智広,在厩
2012103734,カイルアブルー,牝,2,在厩,(栗)飯田雄三,チチカステナンゴ,パーフェクトブルー,サンデーサイレンス,芦毛,0,0, 0- 0- 0- 0,山住勲,チャンピオンズファーム,在厩
2012103929,ウォーターラボ,牝,2,在厩,(栗)安田隆行,マンハッタンカフェ,クライウィズジョイ,トニービン,青鹿,0,0, 0- 0- 0- 0,山岡良一,レイクヴィラファーム,在厩
2012103951,テイケイラピッド,牝,2,在厩,(栗)荒川義之,スニッツェル,ラプーマ,"Lord At War",栗毛,400,700, 1- 0- 0- 0,兼松忠男,レイクヴィラファーム,在厩
2012103979,ディアマイダーリン,牝,2,在厩,(美)菊沢隆徳,ハーツクライ,オネストリーダーリン,Kingmambo,鹿毛,0,0, 0- 0- 0- 0,窪田康志,追分ファーム,在厩
2012103991,ゴールデンハープ,牝,2,在厩,(美)戸田博文,ステイゴールド,ケルティックハープ,クロフネ,栗毛,0,0, 0- 0- 0- 0,窪田康志,社台コーポレーション白老ファーム,在厩
2012104151,ダノンジャンヌ,牝,2,在厩,(栗)佐々木晶,ディープインパクト,エアジャメヴー,シンボリクリスエス,鹿毛,0,0, 0- 0- 0- 0,ダノックス,社台ファーム,在厩
2012104217,コートシャルマン,牝,2,在厩,(栗)松永幹夫,ハーツクライ,コートアウト,"Smart Strike",鹿毛,0,0, 0- 0- 0- 0,社台レースホース,社台ファーム,在厩
2012104518,トーセンシャイニー,牝,2,在厩,(美)奥平雅士,ネオユニヴァース,アドマイヤライト,"Kris S.",栗毛,0,0, 0- 0- 0- 0,島川隆哉,ノーザンファーム,在厩
2012104570,ノイエヴェルト,牝,2,不在,(栗)清水久詞,チチカステナンゴ,オーバーザウォール,ドクターデヴィアス,芦毛,0,0, 0- 0- 0- 0,シルク,ノーザンファーム,不在
2012104590,ユッコ,牝,2,不在,(美)牧光二,ハーツクライ,キッズスター,"Saint Ballado",栗毛,0,0, 0- 0- 0- 0,瀬谷隆雄,ノーザンファーム,不在
2012104606,ヴィクトリーコード,牝,2,不在,(美)大竹正博,ウォーエンブレム,クロースシークレット,"Storm Cat",鹿毛,0,0, 0- 0- 0- 0,シルク,ノーザンファーム,不在
2012104717,ティンバレス,牝,2,在厩,(栗)吉田直弘,ウォーエンブレム,ティエッチマンボ,Kingmambo,青鹿,0,0, 0- 0- 0- 0,キャロットファーム,ノーザンファーム,在厩
2012104918,ラタナキリ,牝,2,不在,(美)黒岩陽一,チチカステナンゴ,ルビーレジェンド,アグネスタキオン,芦毛,0,0, 0- 0- 0- 0,サンデーレーシング,ノーザンファーム,不在
2012104927,ヴィルフランシュ,牝,2,不在,(美)牧光二,ハーツクライ,レディドーヴィル,Fasliyev,青鹿,0,0, 0- 0- 0- 1,シルク,ノーザンファーム,不在
2012104945,チェルカトーレ,牝,2,不在,(栗)清水久詞,ステイゴールド,エーソングフォー,"More Than Ready",栗毛,0,0, 0- 0- 0- 0,ロードホースクラブ,エクセルマネジメント,不在
2012104955,バラモノガタリ,牝,2,不在,(美)畠山重則,スパイキュール,ニッシンナイナー,フォーティナイナー,栗毛,0,0, 0- 0- 0- 0,ミルファーム,上島牧場,不在
2012105006,カゼニモマケズ,牝,2,在厩,(美)石栗龍彦,パイロ,ミココロ,エイシンサンディ,栗毛,0,0, 0- 0- 0- 0,江川伸夫,清水スタッド,在厩
2012105023,ヒノキノカホリ,牝,2,在厩,(美)田島俊明,ハイアーゲーム,アピューリア,Kingmambo,黒鹿,0,0, 0- 0- 0- 0,ビッグレッドファーム,富田恭司,在厩
2012105048,ノブローズ,牝,2,不在,(栗)昆貢,ヨハネスブルグ,サインゴールド,スペシャルウィーク,栗毛,0,0, 0- 0- 0- 0,前田亘輝,堀弘康,不在
2012105141,ココロナルハ,牝,2,在厩,(栗)福島信晴,ブラックタイド,ヤマカツセイレーン,グラスワンダー,黒鹿,0,0, 0- 0- 0- 0,藤原征士郎,大西ファーム,在厩
2012105345,テイエムキッポウ,牝,2,在厩,(美)石栗龍彦,ホワイトマズル,ママラヴスマンボ,Kingmambo,鹿毛,0,0, 0- 0- 0- 0,竹園正繼,田中スタッド,在厩
2012105609,グランドポピー,牝,2,在厩,(栗)岩元市三,ダイワメジャー,グランドグリーン,ナリタブライアン,栗毛,0,0, 0- 0- 0- 0,田畑利彦,宮内牧場,在厩
2012105927,ナイアガラモンロー,牝,2,在厩,(美)堀井雅広,アドマイヤムーン,マルハチメイフェア,ホワイトマズル,鹿毛,0,0, 0- 0- 0- 0,塩田清,鮫川啓一,在厩
2012105996,ハタノシュヴァリエ,牝,2,在厩,(栗)昆貢,ディープスカイ,オーピーキャット,"Storm Cat",青鹿,0,0, 0- 0- 0- 0,グッドラック・ファーム,中神牧場,在厩
2012106062,キープマイワード,牝,2,不在,(美)小野次郎,ボストンハーバー,ミューズマジック,スウェプトオーヴァーボード,黒鹿,0,0, 0- 0- 0- 0,島田久,ヒダカフアーム,不在
2012106199,シェリエ,牝,2,在厩,(美)天間昭一,ノボジャック,トップデラッキ,ヤマニンゼファー,鹿毛,0,0, 0- 0- 0- 0,桐谷茂,高田利雄,在厩
2012106223,ターンブルブルー,牝,2,在厩,(美)畠山吉宏,フサイチコンコルド,トモロネヴァノウズ,ブライアンズタイム,黒鹿,0,0, 0- 0- 0- 0,ブルーマネジメント,川上牧場,在厩
2012106389,ミキノソレイユ,牝,2,不在,(栗)大橋勇樹,サイレントディール,ミキノモナコ,ディアブロ,栗毛,0,0, 0- 0- 0- 0,谷口久和,浦河育成牧場,不在
2012109185,テイエムオハラハア,牝,2,在厩,(栗)岩元市三,サクラプレジデント,テイエムマウンテン,タイキシャトル,栗毛,0,0, 0- 0- 0- 0,竹園正繼,テイエム牧場,在厩
2012100045,アラマサファスリ,牝,2,在厩,(美)的場均,ファスリエフ,ゴーンスペクター,"Gone West",鹿毛,0,0, 0- 0- 0- 0,アラキファーム,アラキフアーム,在厩
2012100139,ロゼスピリッツ,牝,2,在厩,(美)高橋義博,マツリダゴッホ,ロゼッタ,メジロマックイーン,栗毛,0,0, 0- 0- 0- 0,高橋信博,上井農場,在厩
2012100367,テイエムオタカラ,牝,2,在厩,(栗)浜田多実,ストーミングホーム,スノーアード,バブルガムフェロー,鹿毛,0,0, 0- 0- 0- 0,竹園正繼,タニグチ牧場,在厩
2012100446,ドリームマオ,牝,2,在厩,(美)伊藤圭三,ゴールドアリュール,ドリームレインボー,カコイーシーズ,栗毛,0,0, 0- 0- 0- 0,ドリームターフ組合,堂島牧場,在厩
2012100550,ウェーブランチャン,牝,2,在厩,(栗)平田修,ネオユニヴァース,ブルーレイ,トワイニング,青鹿,0,0, 0- 0- 0- 0,万波健二,新冠橋本牧場,在厩
2012100696,ワットプラケオ,牝,2,在厩,(美)松山将樹,スペシャルウィーク,ゴールドフォイル,ラムタラ,栗毛,0,0, 0- 0- 0- 0,ビッグレッドファーム,ビッグレッドファーム,在厩
2012100787,イロジカケ,牝,2,不在,(美)星野忍,クロフネ,リッジローズ,"Sadler's Wells",鹿毛,0,0, 0- 0- 0- 0,内田玄祥,前川隆範,不在
2012100809,オーミアリス,牝,2,在厩,(栗)藤沢則雄,ホワイトマズル,ポットアカデミー,"Royal Academy",黒鹿,0,0, 0- 0- 0- 0,岩崎僖澄,松木加代,在厩
2012100915,オーキャロル,牝,2,在厩,(栗)田中章博,キングカメハメハ,ヒカルエガオ,アグネスタキオン,栗毛,0,0, 0- 0- 0- 0,吉田昌久,守矢牧場,在厩
